Quarter,year,county,crime_type,crime_count
2022Q1,2022,Louth,Burglary,85
2022Q1,2022,Louth,Damage to Property,162
2022Q1,2022,Louth,Drug Offences,167
2022Q1,2022,Louth,Fraud,99
2022Q1,2022,Louth,Theft,350
2022Q1,2022,Mayo,Assault,131
2022Q1,2022,Mayo,Burglary,38
2022Q1,2022,Mayo,Damage to Property,65
2022Q1,2022,Mayo,Drug Offences,31
2022Q1,2022,Mayo,Fraud,100
2022Q1,2022,Mayo,Theft,134
2022Q1,2022,Meath,Assault,138
2022Q1,2022,Meath,Burglary,121
2022Q1,2022,Meath,Damage to Property,120
2022Q1,2022,Meath,Drug Offences,70
2022Q1,2022,Meath,Fraud,135
2022Q1,2022,Meath,Theft,361
2022Q1,2022,Monaghan,Assault,110
2022Q1,2022,Monaghan,Burglary,36
2022Q1,2022,Monaghan,Damage to Property,62
2022Q1,2022,Monaghan,Drug Offences,36
2022Q1,2022,Monaghan,Fraud,54
2022Q1,2022,Monaghan,Theft,102
2022Q1,2022,Offaly,Assault,106
2022Q1,2022,Offaly,Burglary,52
2022Q1,2022,Offaly,Damage to Property,81
2022Q1,2022,Offaly,Drug Offences,44
2022Q1,2022,Offaly,Fraud,62
2022Q1,2022,Offaly,Theft,182
2022Q1,2022,Roscommon,Assault,59
2022Q1,2022,Roscommon,Burglary,26
2022Q1,2022,Roscommon,Damage to Property,40
2022Q1,2022,Roscommon,Drug Offences,20
2022Q1,2022,Roscommon,Fraud,42
2022Q1,2022,Roscommon,Theft,56
2022Q1,2022,Sligo,Assault,51
2022Q1,2022,Sligo,Burglary,8
2022Q1,2022,Sligo,Damage to Property,30
2022Q1,2022,Sligo,Drug Offences,27
2022Q1,2022,Sligo,Fraud,32
2022Q1,2022,Sligo,Theft,52
2022Q1,2022,Tipperary,Assault,179
2022Q1,2022,Tipperary,Burglary,85
2022Q1,2022,Tipperary,Damage to Property,127
2022Q1,2022,Tipperary,Drug Offences,131
2022Q1,2022,Tipperary,Fraud,83
2022Q1,2022,Tipperary,Theft,298
2022Q1,2022,Waterford,Assault,157
2022Q1,2022,Waterford,Burglary,50
2022Q1,2022,Waterford,Damage to Property,157
2022Q1,2022,Waterford,Drug Offences,158
2022Q1,2022,Waterford,Fraud,82
2022Q1,2022,Waterford,Theft,286
2022Q1,2022,Westmeath,Assault,125
2022Q1,2022,Westmeath,Burglary,58
2022Q1,2022,Westmeath,Damage to Property,84
2022Q1,2022,Westmeath,Drug Offences,61
2022Q1,2022,Westmeath,Fraud,75
2022Q1,2022,Westmeath,Theft,233
2022Q1,2022,Wexford,Assault,157
2022Q1,2022,Wexford,Burglary,64
2022Q1,2022,Wexford,Damage to Property,134
2022Q1,2022,Wexford,Drug Offences,96
2022Q1,2022,Wexford,Fraud,105
2022Q1,2022,Wexford,Theft,213
2022Q1,2022,Wicklow,Assault,108
2022Q1,2022,Wicklow,Burglary,83
2022Q1,2022,Wicklow,Damage to Property,111
2022Q1,2022,Wicklow,Drug Offences,64
2022Q1,2022,Wicklow,Fraud,87
2022Q1,2022,Wicklow,Theft,268
2022Q2,2022,Carlow,Assault,72
2022Q2,2022,Carlow,Burglary,37
2022Q2,2022,Carlow,Damage to Property,54
2022Q2,2022,Carlow,Drug Offences,52
2022Q2,2022,Carlow,Fraud,31
2022Q2,2022,Carlow,Theft,164
2022Q2,2022,Cavan,Assault,96
2022Q2,2022,Cavan,Burglary,22
2022Q2,2022,Cavan,Damage to Property,62
2022Q2,2022,Cavan,Drug Offences,39
2022Q2,2022,Cavan,Fraud,42
2022Q2,2022,Cavan,Theft,91
2022Q2,2022,Clare,Assault,125
2022Q2,2022,Clare,Burglary,39
2022Q2,2022,Clare,Damage to Property,104
2022Q2,2022,Clare,Drug Offences,35
2022Q2,2022,Clare,Fraud,48
2022Q2,2022,Clare,Theft,195
2022Q2,2022,Cork,Assault,692
2022Q2,2022,Cork,Burglary,135
2022Q2,2022,Cork,Damage to Property,505
2022Q2,2022,Cork,Drug Offences,478
2022Q2,2022,Cork,Fraud,323
2022Q2,2022,Cork,Theft,1328
2022Q2,2022,Donegal,Assault,250
2022Q2,2022,Donegal,Burglary,23
2022Q2,2022,Donegal,Damage to Property,149
2022Q2,2022,Donegal,Drug Offences,118
2022Q2,2022,Donegal,Fraud,57
2022Q2,2022,Donegal,Theft,137
2022Q2,2022,Dublin,Assault,1905
2022Q2,2022,Dublin,Burglary,1021
2022Q2,2022,Dublin,Damage to Property,2323
2022Q2,2022,Dublin,Drug Offences,1767
2022Q2,2022,Dublin,Fraud,1125
2022Q2,2022,Dublin,Theft,9030
2022Q2,2022,Galway,Assault,297
2022Q2,2022,Galway,Burglary,73
2022Q2,2022,Galway,Damage to Property,200
2022Q2,2022,Galway,Drug Offences,147
2022Q2,2022,Galway,Fraud,140
2022Q2,2022,Galway,Theft,499
2022Q2,2022,Kerry,Assault,191
2022Q2,2022,Kerry,Burglary,36
2022Q2,2022,Kerry,Damage to Property,126
2022Q2,2022,Kerry,Drug Offences,169
2022Q2,2022,Kerry,Fraud,52
2022Q2,2022,Kerry,Theft,266
2022Q2,2022,Kildare,Assault,234
2022Q2,2022,Kildare,Burglary,126
2022Q2,2022,Kildare,Damage to Property,207
2022Q2,2022,Kildare,Drug Offences,246
2022Q2,2022,Kildare,Fraud,82
2022Q2,2022,Kildare,Theft,656
2022Q2,2022,Kilkenny,Assault,72
2022Q2,2022,Kilkenny,Burglary,37
2022Q2,2022,Kilkenny,Damage to Property,54
2022Q2,2022,Kilkenny,Drug Offences,52
2022Q2,2022,Kilkenny,Fraud,31
2022Q2,2022,Kilkenny,Theft,164
2022Q2,2022,Laois,Assault,96
2022Q2,2022,Laois,Burglary,42
2022Q2,2022,Laois,Damage to Property,92
2022Q2,2022,Laois,Drug Offences,54
2022Q2,2022,Laois,Fraud,39
2022Q2,2022,Laois,Theft,194
2022Q2,2022,Leitrim,Assault,48
2022Q2,2022,Leitrim,Burglary,14
2022Q2,2022,Leitrim,Damage to Property,38
2022Q2,2022,Leitrim,Drug Offences,34
2022Q2,2022,Leitrim,Fraud,21
2022Q2,2022,Leitrim,Theft,87
2022Q2,2022,Limerick,Assault,302
2022Q2,2022,Limerick,Burglary,122
2022Q2,2022,Limerick,Damage to Property,249
2022Q2,2022,Limerick,Drug Offences,111
2022Q2,2022,Limerick,Fraud,97
2022Q2,2022,Limerick,Theft,1027
2022Q2,2022,Longford,Assault,60
2022Q2,2022,Longford,Burglary,17
2022Q2,2022,Longford,Damage to Property,40
2022Q2,2022,Longford,Drug Offences,27
2022Q2,2022,Longford,Fraud,24
2022Q2,2022,Longford,Theft,72
2022Q2,2022,Louth,Assault,183
2022Q2,2022,Louth,Burglary,88
2022Q2,2022,Louth,Damage to Property,207
2022Q2,2022,Louth,Drug Offences,137
2022Q2,2022,Louth,Fraud,83
2022Q2,2022,Louth,Theft,330
2022Q2,2022,Mayo,Assault,121
2022Q2,2022,Mayo,Burglary,24
2022Q2,2022,Mayo,Damage to Property,83
2022Q2,2022,Mayo,Drug Offences,33
2022Q2,2022,Mayo,Fraud,61
2022Q2,2022,Mayo,Theft,118
2022Q2,2022,Meath,Assault,145
2022Q2,2022,Meath,Burglary,127
2022Q2,2022,Meath,Damage to Property,157
2022Q2,2022,Meath,Drug Offences,90
2022Q2,2022,Meath,Fraud,91
2022Q2,2022,Meath,Theft,513
2022Q2,2022,Monaghan,Assault,96
2022Q2,2022,Monaghan,Burglary,22
2022Q2,2022,Monaghan,Damage to Property,62
2022Q2,2022,Monaghan,Drug Offences,39
2022Q2,2022,Monaghan,Fraud,42
2022Q2,2022,Monaghan,Theft,91
2022Q2,2022,Offaly,Assault,96
2022Q2,2022,Offaly,Burglary,42
2022Q2,2022,Offaly,Damage to Property,92
2022Q2,2022,Offaly,Drug Offences,54
2022Q2,2022,Offaly,Fraud,39
2022Q2,2022,Offaly,Theft,194
2022Q2,2022,Roscommon,Assault,60
2022Q2,2022,Roscommon,Burglary,17
2022Q2,2022,Roscommon,Damage to Property,40
2022Q2,2022,Roscommon,Drug Offences,27
2022Q2,2022,Roscommon,Fraud,24
2022Q2,2022,Roscommon,Theft,72
2022Q2,2022,Sligo,Assault,48
2022Q2,2022,Sligo,Burglary,14
2022Q2,2022,Sligo,Damage to Property,38
2022Q2,2022,Sligo,Drug Offences,34
2022Q2,2022,Sligo,Fraud,21
2022Q2,2022,Sligo,Theft,87
2022Q2,2022,Tipperary,Assault,151
2022Q2,2022,Tipperary,Burglary,69
2022Q2,2022,Tipperary,Damage to Property,109
2022Q2,2022,Tipperary,Drug Offences,115
2022Q2,2022,Tipperary,Fraud,58
2022Q2,2022,Tipperary,Theft,314
2022Q2,2022,Waterford,Assault,210
2022Q2,2022,Waterford,Burglary,55
2022Q2,2022,Waterford,Damage to Property,155
2022Q2,2022,Waterford,Drug Offences,194
2022Q2,2022,Waterford,Fraud,66
2022Q2,2022,Waterford,Theft,453
2022Q2,2022,Westmeath,Assault,122
2022Q2,2022,Westmeath,Burglary,67
2022Q2,2022,Westmeath,Damage to Property,85
2022Q2,2022,Westmeath,Drug Offences,300
2022Q2,2022,Westmeath,Fraud,60
2022Q2,2022,Westmeath,Theft,268
2022Q2,2022,Wexford,Assault,213
2022Q2,2022,Wexford,Burglary,84
2022Q2,2022,Wexford,Damage to Property,180
2022Q2,2022,Wexford,Drug Offences,79
2022Q2,2022,Wexford,Fraud,78
2022Q2,2022,Wexford,Theft,334
2022Q2,2022,Wicklow,Assault,95
2022Q2,2022,Wicklow,Burglary,101
2022Q2,2022,Wicklow,Damage to Property,141
2022Q2,2022,Wicklow,Drug Offences,144
2022Q2,2022,Wicklow,Fraud,50
2022Q2,2022,Wicklow,Theft,338
2022Q3,2022,Carlow,Assault,71
2022Q3,2022,Carlow,Burglary,26
2022Q3,2022,Carlow,Damage to Property,68
2022Q3,2022,Carlow,Drug Offences,59
2022Q3,2022,Carlow,Fraud,24
2022Q3,2022,Carlow,Theft,169
2022Q3,2022,Cavan,Assault,112
2022Q3,2022,Cavan,Burglary,30
2022Q3,2022,Cavan,Damage to Property,66
2022Q3,2022,Cavan,Drug Offences,43
2022Q3,2022,Cavan,Fraud,38
2022Q3,2022,Cavan,Theft,114
2022Q3,2022,Clare,Assault,101
2022Q3,2022,Clare,Burglary,37
2022Q3,2022,Clare,Damage to Property,104
2022Q3,2022,Clare,Drug Offences,43
2022Q3,2022,Clare,Fraud,56
2022Q3,2022,Clare,Theft,231
2022Q3,2022,Cork,Assault,658
2022Q3,2022,Cork,Burglary,122
2022Q3,2022,Cork,Damage to Property,575
2022Q3,2022,Cork,Drug Offences,584
2022Q3,2022,Cork,Fraud,269
2022Q3,2022,Cork,Theft,1471
2022Q3,2022,Donegal,Assault,226
2022Q3,2022,Donegal,Burglary,43
2022Q3,2022,Donegal,Damage to Property,142
2022Q3,2022,Donegal,Drug Offences,105
2022Q3,2022,Donegal,Fraud,48
2022Q3,2022,Donegal,Theft,209
2022Q3,2022,Dublin,Assault,1970
2022Q3,2022,Dublin,Burglary,947
2022Q3,2022,Dublin,Damage to Property,2259
2022Q3,2022,Dublin,Drug Offences,1821
2022Q3,2022,Dublin,Fraud,1096
2022Q3,2022,Dublin,Theft,9428
2022Q3,2022,Galway,Assault,263
2022Q3,2022,Galway,Burglary,76
2022Q3,2022,Galway,Damage to Property,215
2022Q3,2022,Galway,Drug Offences,136
2022Q3,2022,Galway,Fraud,143
2022Q3,2022,Galway,Theft,597
2022Q3,2022,Kerry,Assault,254
2022Q3,2022,Kerry,Burglary,58
2022Q3,2022,Kerry,Damage to Property,132
2022Q3,2022,Kerry,Drug Offences,193
2022Q3,2022,Kerry,Fraud,64
2022Q3,2022,Kerry,Theft,328
2022Q3,2022,Kildare,Assault,229
2022Q3,2022,Kildare,Burglary,112
2022Q3,2022,Kildare,Damage to Property,170
2022Q3,2022,Kildare,Drug Offences,228
2022Q3,2022,Kildare,Fraud,85
2022Q3,2022,Kildare,Theft,661
2022Q3,2022,Kilkenny,Assault,71
2022Q3,2022,Kilkenny,Burglary,26
2022Q3,2022,Kilkenny,Damage to Property,68
2022Q3,2022,Kilkenny,Drug Offences,59
2022Q3,2022,Kilkenny,Fraud,24
2022Q3,2022,Kilkenny,Theft,169
2022Q3,2022,Laois,Assault,117
2022Q3,2022,Laois,Burglary,40
2022Q3,2022,Laois,Damage to Property,100
2022Q3,2022,Laois,Drug Offences,214
2022Q3,2022,Laois,Fraud,37
2022Q3,2022,Laois,Theft,236
2022Q3,2022,Leitrim,Assault,58
2022Q3,2022,Leitrim,Burglary,18
2022Q3,2022,Leitrim,Damage to Property,44
2022Q3,2022,Leitrim,Drug Offences,28
2022Q3,2022,Leitrim,Fraud,20
2022Q3,2022,Leitrim,Theft,78
2022Q3,2022,Limerick,Assault,283
2022Q3,2022,Limerick,Burglary,83
2022Q3,2022,Limerick,Damage to Property,283
2022Q3,2022,Limerick,Drug Offences,137
2022Q3,2022,Limerick,Fraud,116
2022Q3,2022,Limerick,Theft,941
2022Q3,2022,Longford,Assault,68
2022Q3,2022,Longford,Burglary,22
2022Q3,2022,Longford,Damage to Property,42
2022Q3,2022,Longford,Drug Offences,16
2022Q3,2022,Longford,Fraud,32
2022Q3,2022,Longford,Theft,86
2022Q3,2022,Louth,Assault,229
2022Q3,2022,Louth,Burglary,65
2022Q3,2022,Louth,Damage to Property,196
2022Q3,2022,Louth,Drug Offences,130
2022Q3,2022,Louth,Fraud,64
2022Q3,2022,Louth,Theft,493
2022Q3,2022,Mayo,Assault,132
2022Q3,2022,Mayo,Burglary,39
2022Q3,2022,Mayo,Damage to Property,68
2022Q3,2022,Mayo,Drug Offences,39
2022Q3,2022,Mayo,Fraud,43
2022Q3,2022,Mayo,Theft,184
2022Q3,2022,Meath,Assault,173
2022Q3,2022,Meath,Burglary,75
2022Q3,2022,Meath,Damage to Property,170
2022Q3,2022,Meath,Drug Offences,103
2022Q3,2022,Meath,Fraud,78
2022Q3,2022,Meath,Theft,489
2022Q3,2022,Monaghan,Assault,112
2022Q3,2022,Monaghan,Burglary,30
2022Q3,2022,Monaghan,Damage to Property,66
2022Q3,2022,Monaghan,Drug Offences,43
2022Q3,2022,Monaghan,Fraud,38
2022Q3,2022,Monaghan,Theft,114
2022Q3,2022,Offaly,Assault,117
2022Q3,2022,Offaly,Burglary,40
2022Q3,2022,Offaly,Damage to Property,100
2022Q3,2022,Offaly,Drug Offences,214
2022Q3,2022,Offaly,Fraud,37
2022Q3,2022,Offaly,Theft,236
2022Q3,2022,Roscommon,Assault,68
2022Q3,2022,Roscommon,Burglary,22
2022Q3,2022,Roscommon,Damage to Property,42
2022Q3,2022,Roscommon,Drug Offences,16
2022Q3,2022,Roscommon,Fraud,32
2022Q3,2022,Roscommon,Theft,86
2022Q3,2022,Sligo,Assault,58
2022Q3,2022,Sligo,Burglary,18
2022Q3,2022,Sligo,Damage to Property,44
2022Q3,2022,Sligo,Drug Offences,28
2022Q3,2022,Sligo,Fraud,20
2022Q3,2022,Sligo,Theft,78
2022Q3,2022,Tipperary,Assault,168
2022Q3,2022,Tipperary,Burglary,56
2022Q3,2022,Tipperary,Damage to Property,132
2022Q3,2022,Tipperary,Drug Offences,146
2022Q3,2022,Tipperary,Fraud,61
2022Q3,2022,Tipperary,Theft,337
2022Q3,2022,Waterford,Assault,214
2022Q3,2022,Waterford,Burglary,60
2022Q3,2022,Waterford,Damage to Property,182
2022Q3,2022,Waterford,Drug Offences,380
2022Q3,2022,Waterford,Fraud,72
2022Q3,2022,Waterford,Theft,460
2022Q3,2022,Westmeath,Assault,139
2022Q3,2022,Westmeath,Burglary,50
2022Q3,2022,Westmeath,Damage to Property,86
2022Q3,2022,Westmeath,Drug Offences,59
2022Q3,2022,Westmeath,Fraud,34
2022Q3,2022,Westmeath,Theft,302
2022Q3,2022,Wexford,Assault,190
2022Q3,2022,Wexford,Burglary,57
2022Q3,2022,Wexford,Damage to Property,158
2022Q3,2022,Wexford,Drug Offences,119
2022Q3,2022,Wexford,Fraud,47
2022Q3,2022,Wexford,Theft,405
2022Q3,2022,Wicklow,Assault,107
2022Q3,2022,Wicklow,Burglary,54
2022Q3,2022,Wicklow,Damage to Property,155
2022Q3,2022,Wicklow,Drug Offences,82
2022Q3,2022,Wicklow,Fraud,70
2022Q3,2022,Wicklow,Theft,283
2022Q4,2022,Carlow,Assault,60
2022Q4,2022,Carlow,Burglary,22
2022Q4,2022,Carlow,Damage to Property,62
2022Q4,2022,Carlow,Drug Offences,60
2022Q4,2022,Carlow,Fraud,21
2022Q4,2022,Carlow,Theft,144
2022Q4,2022,Cavan,Assault,102
2022Q4,2022,Cavan,Burglary,28
2022Q4,2022,Cavan,Damage to Property,70
2022Q4,2022,Cavan,Drug Offences,38
2022Q4,2022,Cavan,Fraud,36
2022Q4,2022,Cavan,Theft,88
2022Q4,2022,Clare,Assault,105
2022Q4,2022,Clare,Burglary,40
2022Q4,2022,Clare,Damage to Property,109
2022Q4,2022,Clare,Drug Offences,48
2022Q4,2022,Clare,Fraud,49
2022Q4,2022,Clare,Theft,202
2022Q4,2022,Cork,Assault,628
2022Q4,2022,Cork,Burglary,90
2022Q4,2022,Cork,Damage to Property,440
2022Q4,2022,Cork,Drug Offences,436
2022Q4,2022,Cork,Fraud,207
2022Q4,2022,Cork,Theft,1278
2022Q4,2022,Donegal,Assault,205
2022Q4,2022,Donegal,Burglary,29
2022Q4,2022,Donegal,Damage to Property,186
2022Q4,2022,Donegal,Drug Offences,58
2022Q4,2022,Donegal,Fraud,47
2022Q4,2022,Donegal,Theft,163
2022Q4,2022,Dublin,Assault,1820
2022Q4,2022,Dublin,Burglary,976
2022Q4,2022,Dublin,Damage to Property,2348
2022Q4,2022,Dublin,Drug Offences,1457
2022Q4,2022,Dublin,Fraud,994
2022Q4,2022,Dublin,Theft,9064
2022Q4,2022,Galway,Assault,277
2022Q4,2022,Galway,Burglary,80
2022Q4,2022,Galway,Damage to Property,218
2022Q4,2022,Galway,Drug Offences,145
2022Q4,2022,Galway,Fraud,118
2022Q4,2022,Galway,Theft,618
2022Q4,2022,Kerry,Assault,179
2022Q4,2022,Kerry,Burglary,35
2022Q4,2022,Kerry,Damage to Property,90
2022Q4,2022,Kerry,Drug Offences,86
2022Q4,2022,Kerry,Fraud,54
2022Q4,2022,Kerry,Theft,259
2022Q4,2022,Kildare,Assault,216
2022Q4,2022,Kildare,Burglary,126
2022Q4,2022,Kildare,Damage to Property,187
2022Q4,2022,Kildare,Drug Offences,212
2022Q4,2022,Kildare,Fraud,112
2022Q4,2022,Kildare,Theft,574
2022Q4,2022,Kilkenny,Assault,60
2022Q4,2022,Kilkenny,Burglary,22
2022Q4,2022,Kilkenny,Damage to Property,62
2022Q4,2022,Kilkenny,Drug Offences,60
2022Q4,2022,Kilkenny,Fraud,21
2022Q4,2022,Kilkenny,Theft,144
2022Q4,2022,Laois,Assault,122
2022Q4,2022,Laois,Burglary,32
2022Q4,2022,Laois,Damage to Property,88
2022Q4,2022,Laois,Drug Offences,54
2022Q4,2022,Laois,Fraud,30
2022Q4,2022,Laois,Theft,180
2022Q4,2022,Leitrim,Assault,62
2022Q4,2022,Leitrim,Burglary,17
2022Q4,2022,Leitrim,Damage to Property,38
2022Q4,2022,Leitrim,Drug Offences,14
2022Q4,2022,Leitrim,Fraud,20
2022Q4,2022,Leitrim,Theft,71
2022Q4,2022,Limerick,Assault,275
2022Q4,2022,Limerick,Burglary,93
2022Q4,2022,Limerick,Damage to Property,224
2022Q4,2022,Limerick,Drug Offences,141
2022Q4,2022,Limerick,Fraud,113
2022Q4,2022,Limerick,Theft,798
2022Q4,2022,Longford,Assault,66
2022Q4,2022,Longford,Burglary,12
2022Q4,2022,Longford,Damage to Property,36
2022Q4,2022,Longford,Drug Offences,15
2022Q4,2022,Longford,Fraud,20
2022Q4,2022,Longford,Theft,80
2022Q4,2022,Louth,Assault,214
2022Q4,2022,Louth,Burglary,87
2022Q4,2022,Louth,Damage to Property,178
2022Q4,2022,Louth,Drug Offences,101
2022Q4,2022,Louth,Fraud,76
2022Q4,2022,Louth,Theft,425
2022Q4,2022,Mayo,Assault,147
2022Q4,2022,Mayo,Burglary,39
2022Q4,2022,Mayo,Damage to Property,86
2022Q4,2022,Mayo,Drug Offences,24
2022Q4,2022,Mayo,Fraud,44
2022Q4,2022,Mayo,Theft,167
2022Q4,2022,Meath,Assault,186
2022Q4,2022,Meath,Burglary,102
2022Q4,2022,Meath,Damage to Property,131
2022Q4,2022,Meath,Drug Offences,107
2022Q4,2022,Meath,Fraud,70
2022Q4,2022,Meath,Theft,503
2022Q4,2022,Monaghan,Assault,102
2022Q4,2022,Monaghan,Burglary,28
2022Q4,2022,Monaghan,Damage to Property,70
2022Q4,2022,Monaghan,Drug Offences,38
2022Q4,2022,Monaghan,Fraud,36
2022Q4,2022,Monaghan,Theft,88
2022Q4,2022,Offaly,Assault,122
2022Q4,2022,Offaly,Burglary,32
2022Q4,2022,Offaly,Damage to Property,88
2022Q4,2022,Offaly,Drug Offences,54
2022Q4,2022,Offaly,Fraud,30
2022Q4,2022,Offaly,Theft,180
2022Q4,2022,Roscommon,Assault,66
2022Q4,2022,Roscommon,Burglary,12
2022Q4,2022,Roscommon,Damage to Property,36
2022Q4,2022,Roscommon,Drug Offences,15
2022Q4,2022,Roscommon,Fraud,20
2022Q4,2022,Roscommon,Theft,80
2022Q4,2022,Sligo,Assault,62
2022Q4,2022,Sligo,Burglary,17
2022Q4,2022,Sligo,Damage to Property,38
2022Q4,2022,Sligo,Drug Offences,14
2022Q4,2022,Sligo,Fraud,20
2022Q4,2022,Sligo,Theft,71
2022Q4,2022,Tipperary,Assault,163
2022Q4,2022,Tipperary,Burglary,55
2022Q4,2022,Tipperary,Damage to Property,102
2022Q4,2022,Tipperary,Drug Offences,138
2022Q4,2022,Tipperary,Fraud,61
2022Q4,2022,Tipperary,Theft,327
2022Q4,2022,Waterford,Assault,203
2022Q4,2022,Waterford,Burglary,49
2022Q4,2022,Waterford,Damage to Property,145
2022Q4,2022,Waterford,Drug Offences,208
2022Q4,2022,Waterford,Fraud,60
2022Q4,2022,Waterford,Theft,386
2022Q4,2022,Westmeath,Assault,144
2022Q4,2022,Westmeath,Burglary,41
2022Q4,2022,Westmeath,Damage to Property,95
2022Q4,2022,Westmeath,Drug Offences,55
2022Q4,2022,Westmeath,Fraud,51
2022Q4,2022,Westmeath,Theft,299
2022Q4,2022,Wexford,Assault,195
2022Q4,2022,Wexford,Burglary,93
2022Q4,2022,Wexford,Damage to Property,173
2022Q4,2022,Wexford,Drug Offences,99
2022Q4,2022,Wexford,Fraud,46
2022Q4,2022,Wexford,Theft,323
2022Q4,2022,Wicklow,Assault,120
2022Q4,2022,Wicklow,Burglary,58
2022Q4,2022,Wicklow,Damage to Property,107
2022Q4,2022,Wicklow,Drug Offences,103
2022Q4,2022,Wicklow,Fraud,51
2022Q4,2022,Wicklow,Theft,266
2023Q1,2023,Carlow,Assault,60
2023Q1,2023,Carlow,Burglary,31
2023Q1,2023,Carlow,Damage to Property,62
2023Q1,2023,Carlow,Drug Offences,56
2023Q1,2023,Carlow,Fraud,29
2023Q1,2023,Carlow,Theft,140
2023Q1,2023,Cavan,Assault,89
2023Q1,2023,Cavan,Burglary,26
2023Q1,2023,Cavan,Damage to Property,58
2023Q1,2023,Cavan,Drug Offences,36
2023Q1,2023,Cavan,Fraud,34
2023Q1,2023,Cavan,Theft,94
2023Q1,2023,Clare,Assault,101
2023Q1,2023,Clare,Burglary,45
2023Q1,2023,Clare,Damage to Property,108
2023Q1,2023,Clare,Drug Offences,41
2023Q1,2023,Clare,Fraud,58
2023Q1,2023,Clare,Theft,191
2023Q1,2023,Cork,Assault,590
2023Q1,2023,Cork,Burglary,98
2023Q1,2023,Cork,Damage to Property,464
2023Q1,2023,Cork,Drug Offences,495
2023Q1,2023,Cork,Fraud,254
2023Q1,2023,Cork,Theft,1424
2023Q1,2023,Donegal,Assault,173
2023Q1,2023,Donegal,Burglary,25
2023Q1,2023,Donegal,Damage to Property,150
2023Q1,2023,Donegal,Drug Offences,69
2023Q1,2023,Donegal,Fraud,59
2023Q1,2023,Donegal,Theft,196
2023Q1,2023,Dublin,Assault,1804
2023Q1,2023,Dublin,Burglary,983
2023Q1,2023,Dublin,Damage to Property,2361
2023Q1,2023,Dublin,Drug Offences,1806
2023Q1,2023,Dublin,Fraud,1149
2023Q1,2023,Dublin,Theft,9131
2023Q1,2023,Galway,Assault,270
2023Q1,2023,Galway,Burglary,131
2023Q1,2023,Galway,Damage to Property,190
2023Q1,2023,Galway,Drug Offences,172
2023Q1,2023,Galway,Fraud,128
2023Q1,2023,Galway,Theft,601
2023Q1,2023,Kerry,Assault,167
2023Q1,2023,Kerry,Burglary,30
2023Q1,2023,Kerry,Damage to Property,90
2023Q1,2023,Kerry,Drug Offences,100
2023Q1,2023,Kerry,Fraud,72
2023Q1,2023,Kerry,Theft,318
2023Q1,2023,Kildare,Assault,216
2023Q1,2023,Kildare,Burglary,135
2023Q1,2023,Kildare,Damage to Property,214
2023Q1,2023,Kildare,Drug Offences,212
2023Q1,2023,Kildare,Fraud,124
2023Q1,2023,Kildare,Theft,654
2023Q1,2023,Kilkenny,Assault,60
2023Q1,2023,Kilkenny,Burglary,31
2023Q1,2023,Kilkenny,Damage to Property,62
2023Q1,2023,Kilkenny,Drug Offences,56
2023Q1,2023,Kilkenny,Fraud,29
2023Q1,2023,Kilkenny,Theft,140
2023Q1,2023,Laois,Assault,120
2023Q1,2023,Laois,Burglary,40
2023Q1,2023,Laois,Damage to Property,80
2023Q1,2023,Laois,Drug Offences,56
2023Q1,2023,Laois,Fraud,36
2023Q1,2023,Laois,Theft,169
2023Q1,2023,Leitrim,Assault,56
2023Q1,2023,Leitrim,Burglary,27
2023Q1,2023,Leitrim,Damage to Property,50
2023Q1,2023,Leitrim,Drug Offences,18
2023Q1,2023,Leitrim,Fraud,22
2023Q1,2023,Leitrim,Theft,69
2023Q1,2023,Limerick,Assault,269
2023Q1,2023,Limerick,Burglary,113
2023Q1,2023,Limerick,Damage to Property,299
2023Q1,2023,Limerick,Drug Offences,192
2023Q1,2023,Limerick,Fraud,90
2023Q1,2023,Limerick,Theft,846
2023Q1,2023,Longford,Assault,65
2023Q1,2023,Longford,Burglary,30
2023Q1,2023,Longford,Damage to Property,38
2023Q1,2023,Longford,Drug Offences,11
2023Q1,2023,Longford,Fraud,31
2023Q1,2023,Longford,Theft,66
2023Q1,2023,Louth,Assault,189
2023Q1,2023,Louth,Burglary,106
2023Q1,2023,Louth,Damage to Property,220
2023Q1,2023,Louth,Drug Offences,120
2023Q1,2023,Louth,Fraud,62
2023Q1,2023,Louth,Theft,488
2023Q1,2023,Mayo,Assault,123
2023Q1,2023,Mayo,Burglary,46
2023Q1,2023,Mayo,Damage to Property,80
2023Q1,2023,Mayo,Drug Offences,31
2023Q1,2023,Mayo,Fraud,59
2023Q1,2023,Mayo,Theft,158
2023Q1,2023,Meath,Assault,165
2023Q1,2023,Meath,Burglary,87
2023Q1,2023,Meath,Damage to Property,142
2023Q1,2023,Meath,Drug Offences,101
2023Q1,2023,Meath,Fraud,93
2023Q1,2023,Meath,Theft,551
2023Q1,2023,Monaghan,Assault,89
2023Q1,2023,Monaghan,Burglary,26
2023Q1,2023,Monaghan,Damage to Property,58
2023Q1,2023,Monaghan,Drug Offences,36
2023Q1,2023,Monaghan,Fraud,34
2023Q1,2023,Monaghan,Theft,94
2023Q1,2023,Offaly,Assault,120
2023Q1,2023,Offaly,Burglary,40
2023Q1,2023,Offaly,Damage to Property,80
2023Q1,2023,Offaly,Drug Offences,56
2023Q1,2023,Offaly,Fraud,36
2023Q1,2023,Offaly,Theft,169
